"customer_id","cpf","first_name","last_name","state","city","birth_date","income","score","professional_status","email","mobile"
"BEDD88C4026E","77752101538","EDIVALTER","FRANCILU","SP","FRANCO DA ROCHA","1993-11-15",5750,389,"other","edivalter.francilu795516@gmail.com","44635795516"
"53BBC9A94263","16493430766","ESTEVITA","LAURICIO","SC","FRAIBURGO","1988-07-09",4500,443,"freelancer","estevita.lauricio232528@gmail.com","99017232528"
"6D11FFE478DE","97755794480","AURICEIA","GELIZA","RJ","NOVA IGUAÇU","1961-08-18",5900,443,"businessman","auriceia.geliza028080@gmail.com","04588028080"
"1465C7114614","14581920200","VLADIMILSON","LORHANE","SP","SÃO PAULO","1994-04-05",9000,731,"clt","vladimilson.lorhane708172@gmail.com","32898708172"
"D4EC678A1679","75617778900","ADEJAILMA","JAQUELLYNE","SP","SÃO PAULO","1985-06-28",11000,324,"clt","adejailma.jaquellyne104616@gmail.com","45359104616"
"1E494B1410A1","94809949402","REIKA","FRANCIELLI","RS","CACHOEIRINHA","1967-03-14",5000,727,"self_employed","reika.francielli733864@gmail.com","45711733864"
"5E91CD4BD1DB","66599711412","LYSS","ARECI","SP","ITAQUAQUECETUBA","1970-09-05",8800,250,"clt","lyss.areci081094@gmail.com","95701081094"
"2B61B9607C8B","94234879240","JENEILSON","GENAI","SP","SÃO PAULO","1995-03-02",35000,374,"other","jeneilson.genai410768@gmail.com","88817410768"
"D32B01BFE8D9","76646186356","IZON","DJARA","MG","PIRAPORA","1960-05-06",32000,622,"freelancer","izon.djara688772@gmail.com","25624688772"
"992C017596CE","31600015634","IVONELIA","LAURICIO","MG","PAINS","1976-03-31",4200,733,"clt","ivonelia.lauricio155700@gmail.com","89891155700"
"8B0BDD71EB97","28759391750","EVARILDO","ARGENILDO","SP","SÃO PAULO","1946-02-25",10900,592,"other","evarildo.argenildo560870@gmail.com","77044560870"
"2B6E04A18764","48788547668","DAMARES","DUARTE","SP","SÃO PAULO","2000-01-27",5500,240,"clt","damares.duarte396376@gmail.com","88183396376"
"8E3911A75407","11059674472","ALBETANIA","EVANUCIA","PR","ALTO PARANÁ","1988-01-12",4900,309,"clt","albetania.evanucia624502@gmail.com","27175624502"
"00B210ED681B","61734726516","TADSON","DUARTE","SP","FRANCA","1973-04-24",13000,413,"clt","tadson.duarte745710@gmail.com","67647745710"
"3C1F670A611C","80217852858","LYS","LAURICIO","SP","SÃO BERNARDO DO CAMPO","1986-10-19",14000,546,"clt","lys.lauricio941666@gmail.com","38885941666"
"C97F65E91BEE","31119648560","NEIVAM","VAM","SP","SÃO BERNARDO DO CAMPO","1981-11-16",5890,296,"clt","neivam.vam114354@gmail.com","58099114354"
"C7ABF1131EAB","66495462348","EDIVALDINA","DUARTE","SP","SANTO ANDRÉ","1997-04-04",5000,282,"clt","edivaldina.duarte732848@gmail.com","89324732848"
"6C609EF10574","50439051120","NISLANE","LAURICIO","MG","VESPASIANO","1992-10-06",5000,659,"clt","nislane.lauricio434316@gmail.com","74968434316"
"C8F915BA3531","51808626686","LAYDSON","RAMIELE","SP","FERRAZ DE VASCONCELOS","1974-03-24",7000,348,"clt","laydson.ramiele797844@gmail.com","55017797844"
"B1571A7C773C","30299702136","ISAILTON","LUZIDETE","SP","SÃO PAULO","1960-06-24",6500,323,"businessman","isailton.luzidete322042@gmail.com","91105322042"
"E71DB3AFE8C9","29572066518","ERVIO","JESINA","SP","SÃO VICENTE","1975-01-26",8000,697,"clt","ervio.jesina859684@gmail.com","61995859684"
"7D02B583F743","46209770694","CLODINEI","GEMILE","SP","SÃO PAULO","1972-09-20",22000,271,"businessman","clodinei.gemile509444@gmail.com","75844509444"
"195E2CD33E2D","60186011668","ADONES","LAURICIO","SP","SÃO PAULO","1998-10-12",5000,754,"other","adones.lauricio476198@gmail.com","85013476198"
"C36EFF17D5C8","25593969070","SIRLEU","FRANCILU","SP","SÃO PAULO","1997-02-15",6600,341,"self_employed","sirleu.francilu077412@gmail.com","48031077412"
"8FA6B834248D","51175162986","NEIVAM","DHIEMESON","PR","LONDRINA","1982-07-31",5700,387,"clt","neivam.dhiemeson127514@gmail.com","95028127514"
"4E94FF691FE3","68478590994","ALBETANIA","FRANCILU","MG","MONTES CLAROS","1992-02-05",5500,484,"clt","albetania.francilu272216@gmail.com","22790272216"
"17F81D20722B","14817546518","NELINE","ANDERLEIA","SP","INDAIATUBA","1990-03-25",5000,275,"clt","neline.anderleia304500@gmail.com","62840304500"
"1E7E14892F7C","90345436132","KIRSTEN","URBANA","SP","SÃO PAULO","1968-02-22",8000,265,"other","kirsten.urbana954610@gmail.com","45499954610"
"1D4987ABD065","28443722262","IZOLEIDE","PATRIZIA","SP","FERRAZ DE VASCONCELOS","1996-09-17",6000,411,"other","izoleide.patrizia292246@gmail.com","77746292246"
"B574FBA0D4EC","57121554300","ANA","LORRAINE","PR","MATINHOS","1959-04-13",6500,426,"clt","ana.lorraine517458@gmail.com","25794517458"
"39A91D658448","10840840730","DALZIRENE","JARDELINA","SP","SÃO PAULO","1996-07-10",6700,517,"businessman","dalzirene.jardelina882386@gmail.com","89125882386"
"A01CE0460C23","48899890434","ALBERTO","FRANCILEY","SP","CAIEIRAS","1964-02-25",6500,460,"clt","alberto.franciley942672@gmail.com","77000942672"
"DDFD026BC732","20345861920","SHEYLLA","DIOCILIA","SP","MOGI MIRIM","1982-02-19",6500,259,"retired","sheylla.diocilia282572@gmail.com","78200282572"
"B65A27A94508","39655720434","TADAYOSHI","ANDRELEIA","SP","MONTE ALTO","1988-01-21",12000,468,"freelancer","tadayoshi.andreleia852508@gmail.com","70921852508"
"9E674820553C","59155651602","NISAEL","VAERIA","RS","IVOTI","1979-08-20",12000,372,"businessman","nisael.vaeria235200@gmail.com","43533235200"
"4CE1FD09A931","06127973752","LYS","OSVALTER","SP","ITAQUAQUECETUBA","1986-08-24",8800,370,"clt","lys.osvalter370670@gmail.com","88483370670"
"48CBA0A17D6A","13194705930","LAYANDRA","DUARTE","SP","SÃO PAULO","1994-07-02",6000,342,"clt","layandra.duarte086914@gmail.com","24170086914"
"8CD31BF4983A","75162601200","ISAILDA","LIESE","SP","IBITINGA","1987-02-07",5000,397,"clt","isailda.liese385952@gmail.com","54729385952"
"25A4BD5D7BB4","19513127366","ERVILA","GELIZA","SP","SÃO PAULO","1990-10-18",22000,892,"clt","ervila.geliza509682@gmail.com","05210509682"
"503C8E361A64","69812350758","SHEYLLA","LAURICIO","MT","CAMPO NOVO DO PARECIS","1971-12-20",4500,622,"clt","sheylla.lauricio321180@gmail.com","43731321180"
"811D0350EC63","59827549242","ADEJAILMA","DUARTE","SP","GUARULHOS","1971-12-10",8500,293,"self_employed","adejailma.duarte456218@gmail.com","95921456218"
"766DD81D679A","99180265666","CLOBSON","DUARTE","SP","MAUÁ","1991-07-30",9500,618,"retired","clobson.duarte522604@gmail.com","01944522604"
"8D59FF9962F2","56994018572","ADONAIDE","LAURICIO","SP","SÃO PAULO","1959-05-17",4800,282,"clt","adonaide.lauricio670274@gmail.com","87043670274"
"F42585BEA96C","37716713196","SIRLEIS","MARTHUS","SP","SÃO PAULO","1996-08-05",4570,517,"other","sirleis.marthus622078@gmail.com","44108622078"
"F9EE9BB9C18D","41020159200","NELIEL","IVNA","SP","SÃO PAULO","1957-10-09",4500,411,"clt","neliel.ivna267406@gmail.com","58056267406"
"B1D3CC2003FF","22149348476","ADONES","ARGULINO","SP","SÃO PAULO","1992-06-19",7000,282,"clt","adones.argulino184628@gmail.com","65031184628"
"6E3464C56D8F","32457412178","KIRLA","ESTENER","SP","SOROCABA","1998-03-05",4500,293,"clt","kirla.estener436840@gmail.com","29530436840"
"8D823422FB2D","61340485026","IZANIR","CLEUCIVANIA","SP","SÃO VICENTE","1964-09-20",7000,729,"freelancer","izanir.cleucivania346606@gmail.com","72749346606"
"B178E21364E7","12012674176","NISLANE","ADEILDO","SP","SÃO PAULO","2000-08-08",5500,461,"clt","nislane.adeildo216448@gmail.com","87764216448"
"2C39D7885DFB","34268783836","EVANDA","DUARTE","SP","TATUÍ","1977-12-07",8300,661,"self_employed","evanda.duarte089094@gmail.com","40724089094"
"318DEE1D57FD","76608693838","DALMAR","DUARTE","SP","MOGI DAS CRUZES","1965-05-12",5200,693,"freelancer","dalmar.duarte292670@gmail.com","81490292670"
"90DB7601D2D5","86276827836","ALBAIR","SHENIA","SP","SUZANO","1970-09-21",7000,291,"freelancer","albair.shenia395872@gmail.com","06678395872"
"6FB1CAF80A4B","48654297028","SUZYMARA","FRANCILU","SP","SÃO PAULO","1983-01-08",6000,391,"clt","suzymara.francilu781070@gmail.com","46225781070"
"DC82B5EEE067","11224020986","NILZELI","NACIANE","SP","FERRAZ DE VASCONCELOS","1943-05-17",6000,386,"clt","nilzeli.naciane589006@gmail.com","79086589006"
"2525146B7C29","18835693282","CLEZIO","LAWANDA","SP","GUARULHOS","1959-08-29",12000,874,"other","clezio.lawanda461992@gmail.com","84671461992"
"FAFE41D71061","64461803242","LAURILDA","DUARTE","SP","SÃO PAULO","2001-04-29",4300,427,"other","laurilda.duarte157202@gmail.com","99538157202"
"DDB95F70F790","76431339680","IRONALDA","LAURICIO","SP","SÃO PAULO","1962-09-09",5200,456,"clt","ironalda.lauricio086666@gmail.com","45787086666"
"41510FEE329A","47785516390","EROITO","DUARTE","SP","MAIRINQUE","1975-08-01",7000,334,"clt","eroito.duarte676436@gmail.com","65389676436"
"8016DA196B91","24526232058","CLEYTIANE","HANRRY","MG","PASSOS","1989-06-24",5000,788,"clt","cleytiane.hanrry715952@gmail.com","23860715952"
"0B31EEB726FF","93267768050","ADMA","DUARTE","SP","SÃO PAULO","1995-03-19",6500,412,"clt","adma.duarte404796@gmail.com","01229404796"
"14A9AE544043","78029509200","SHEYLLA","EDISON","SP","ITANHAÉM","1983-03-09",6500,318,"clt","sheylla.edison994902@gmail.com","71565994902"
"A70A75B409D5","79246637836","SINESIO","FRANCILU","SP","OSASCO","1994-12-28",6500,600,"clt","sinesio.francilu972710@gmail.com","96000972710"
"91C54E7117C4","30039843282","NEITO","DUARTE","SP","ITAQUAQUECETUBA","1967-03-23",8000,281,"other","neito.duarte800562@gmail.com","48377800562"
"A52F2F117E6C","72726391800","KHEREN","IVNA","RJ","ITATIAIA","1996-06-19",7400,367,"clt","kheren.ivna605208@gmail.com","49414605208"
"B9203200A436","15287910986","JACIMARY","ESTEVITA","SP","GUARULHOS","2001-04-04",5200,274,"freelancer","jacimary.estevita914012@gmail.com","34382914012"
"E385054F7D09","19180427664","EVERLLYN","LAURICIO","SP","SÃO BERNARDO DO CAMPO","1953-02-18",7000,250,"businessman","everllyn.lauricio193394@gmail.com","57954193394"
"830532BA410F","30922406898","DANIELLI","ANTONINI","SP","GUARULHOS","1953-11-28",11500,732,"other","danielli.antonini898066@gmail.com","85684898066"
"E624470FB92E","99441748814","LYS","ULIO","SP","SÃO PAULO","1996-11-24",7000,369,"clt","lys.ulio239706@gmail.com","66942239706"
"8DAA31BBA135","48207684306","ALCIELIA","ARGULINO","SP","SÃO PAULO","1971-09-10",9000,777,"freelancer","alcielia.argulino095758@gmail.com","06979095758"
"E0AD3E0462A2","56099994388","ADONAIDE","NEITO","SP","MOGI DAS CRUZES","1994-08-31",5000,418,"self_employed","adonaide.neito747888@gmail.com","74376747888"
"02CCF5181CF1","42341201668","NISAEL","RAFLESIA","SP","SÃO JOAQUIM DA BARRA","1998-05-16",10000,653,"clt","nisael.raflesia203828@gmail.com","69273203828"
"25DD1144B703","12768299452","SUZYMARA","GELIZA","SP","SÃO PAULO","1967-01-28",6500,324,"clt","suzymara.geliza713760@gmail.com","43568713760"
"81F3EB9899EF","21164028882","SHEYLLA","ARECI","SP","SÃO PAULO","1999-09-14",8000,317,"self_employed","sheylla.areci465092@gmail.com","41206465092"
"730FE345340F","92047834772","TAIMA","ARGULINO","SP","SÃO PAULO","1983-09-29",5200,267,"clt","taima.argulino867354@gmail.com","41815867354"
"767BBA816DFE","98000222986","ALBANIRA","DUARTE","SP","ITAPEVI","1996-08-19",5000,436,"clt","albanira.duarte802272@gmail.com","49111802272"
"B3CE1774BE23","51713638900","NIZETH","LORRENE","SP","VOTORANTIM","1982-12-31",10000,554,"clt","nizeth.lorrene802826@gmail.com","41179802826"
"07345DD09E8D","79959344688","LECIARA","LAURICIO","SP","GUARULHOS","1985-05-01",12000,429,"clt","leciara.lauricio470766@gmail.com","52973470766"
"0C699A426317","68491833640","ADEJAILMA","GENAI","SP","SÃO PAULO","1991-07-20",13000,319,"self_employed","adejailma.genai019784@gmail.com","07061019784"
"973E8F5918BD","71578633510","ISEQUIEL","PATRIKC","SP","SÃO PAULO","1966-03-08",12000,252,"clt","isequiel.patrikc426766@gmail.com","75844426766"
"2ED104936B12","92161063580","ESLON","ARECI","SP","ITAQUAQUECETUBA","1961-02-23",12000,376,"businessman","eslon.areci342868@gmail.com","91835342868"
"48D21EDCF22A","11952051200","CONSTANCE","JENIZETE","SP","SÃO PAULO","1959-03-29",6500,491,"clt","constance.jenizete579288@gmail.com","03822579288"
"6C40A796AE26","47520517090","ADRIELSO","FRANCIELLI","RJ","RIO DE JANEIRO","1999-11-26",6000,620,"clt","adrielso.francielli833248@gmail.com","26289833248"
"E726F9FA1330","82214667200","SLVANIA","GEDIELSON","SP","SOROCABA","1994-09-18",6800,443,"freelancer","slvania.gedielson605930@gmail.com","33468605930"
"BC72F52C2492","46651708612","NELZO","FRANCILU","MG","ESMERALDAS","1992-06-14",5800,439,"clt","nelzo.francilu639390@gmail.com","86382639390"
"2D86E89C647D","58441436476","ALBETANIA","GENAI","SP","ITAPEVI","1992-05-13",7900,218,"businessman","albetania.genai008060@gmail.com","87541008060"
"0D64836D3AC7","16526857196","KLEIDE","DEUSMARINA","SP","SÃO PAULO","1973-07-20",6950,339,"clt","kleide.deusmarina473458@gmail.com","05731473458"
"A1C9943C9C09","98085434092","KLEIDE","ANACIO","SP","SÃO PAULO","1978-12-06",6200,402,"clt","kleide.anacio908396@gmail.com","24431908396"
"DCF3D7B3DE12","80772062004","JACIVA","UDNEY","PR","CURITIBA","1998-09-16",7400,482,"clt","jaciva.udney376766@gmail.com","25676376766"
"276FF2031EFE","24208868984","EVILANE","ADEILDO","SP","SÃO PAULO","1985-09-28",6800,894,"clt","evilane.adeildo269800@gmail.com","65377269800"
"42DDE4956CAE","48054888730","DANILLA","DUARTE","SP","PRAIA GRANDE","1947-03-11",10000,309,"retired","danilla.duarte881584@gmail.com","73268881584"
"2CEE94DECEBD","30049531540","ALCINDO","OTONY","SP","SÃO PAULO","1944-03-19",6500,404,"businessman","alcindo.otony755278@gmail.com","78746755278"
"4115F4AD6453","93035399834","TAIRINI","LIZANEA","SC","ASCURRA","1975-09-05",6000,305,"clt","tairini.lizanea871650@gmail.com","22795871650"
"9CA0F581FB5F","84139532728","NOBUHIRO","DUARTE","SP","GUARULHOS","2002-12-29",14000,507,"clt","nobuhiro.duarte993956@gmail.com","56329993956"
"C7404E73C7FA","35576757200","LEDENILSON","JERULINO","SP","GUARULHOS","1987-09-06",8000,294,"other","ledenilson.jerulino038866@gmail.com","57909038866"
"5A1876DAC992","15522523400","ISLAILA","DUARTE","GO","GOIÂNIA","2002-10-19",8000,296,"clt","islaila.duarte202852@gmail.com","31628202852"
"A30B40367A48","46774983070","ESMERINO","JANEFFER","SP","JANDIRA","1972-11-20",8900,287,"clt","esmerino.janeffer044876@gmail.com","51176044876"
"666620CE839D","14253674956","CORDIOLINO","ARECI","SP","SANTO ANDRÉ","1973-12-16",4900,815,"self_employed","cordiolino.areci215936@gmail.com","49436215936"
"3596E6923DB9","42963896262","ADRISOM","LAURICIO","SP","SÃO PAULO","1975-03-01",4800,338,"self_employed","adrisom.lauricio934128@gmail.com","90496934128"
"D1A36DE1EA4E","67616657620","SOENIR","DUARTE","SC","CANOINHAS","1982-07-02",7100,489,"clt","soenir.duarte045036@gmail.com","22631045036"
"CC277D86F7B9","60701102200","NENIVALDO","LAURICIO","SP","SÃO PAULO","1977-06-17",10000,343,"clt","nenivaldo.lauricio413784@gmail.com","64168413784"
"831AC8C59DBC","71703721200","JACIVA","FLODOALDO","SP","COTIA","1970-05-13",7000,352,"clt","jaciva.flodoaldo052592@gmail.com","74455052592"
"AD320EA58D45","82501724260","KLENILTON","DIONATTA","SP","SÃO PAULO","1976-10-01",8000,402,"clt","klenilton.dionatta516504@gmail.com","44925516504"
"3721F8497B4F","74289612092","IVSSON","DUARTE","SP","SÃO PAULO","1971-12-21",7000,310,"clt","ivsson.duarte245616@gmail.com","51142245616"
"319416107D79","27889778984","EUVES","ANTONIELDA","SP","SÃO PAULO","1965-02-08",7500,333,"clt","euves.antonielda025114@gmail.com","75569025114"
"345762321BC4","95798238556","DALCIANA","FRANCILU","SC","LAGES","1945-05-19",4300,902,"clt","dalciana.francilu781150@gmail.com","99281781150"
"F7FC53658093","76031722940","ALAILDE","VALDOLI","SC","SÃO JOAQUIM","1967-05-16",4500,921,"self_employed","alailde.valdoli909646@gmail.com","89355909646"
"7F317BC7BE01","18574217794","SHEYLLA","DEUSENITA","SP","ITAPETININGA","1964-04-09",8000,364,"other","sheylla.deusenita320688@gmail.com","39794320688"
"C58699051988","67519643964","SUSIMARY","LAURICIO","SP","SÃO PAULO","1955-05-13",9000,252,"clt","susimary.lauricio985886@gmail.com","90134985886"
"FC57EBE1D4B2","16131965366","NILES","LUICLEIDE","SP","SÃO PAULO","1968-12-31",6000,351,"clt","niles.luicleide762578@gmail.com","40959762578"
"AD34EC0C4C41","02401084132","SOENIR","ARECI","SP","EMBU DAS ARTES","1995-01-27",7000,285,"other","soenir.areci994530@gmail.com","80152994530"
"EF38D0736A93","23542904814","KLENILTON","GENAI","SP","MOGI DAS CRUZES","1954-08-20",7000,261,"freelancer","klenilton.genai372858@gmail.com","48164372858"
"889AD19B7B4F","42824550134","SHEYLLA","DEUSENITA","SP","SÃO PAULO","1958-05-08",20000,223,"self_employed","sheylla.deusenita444372@gmail.com","56220444372"
"8CA7B3AF6FFD","50203001878","LAUDISEIA","ARGULINO","SP","BARUERI","1943-07-30",20000,574,"freelancer","laudiseia.argulino336622@gmail.com","48393336622"
"F5369384416F","00547862262","IRINELDO","JENILCE","SP","SÃO PAULO","1998-01-16",6500,427,"clt","irineldo.jenilce200836@gmail.com","48208200836"
"835FF748D2C9","21321724304","ERMERINDA","DUARTE","SP","MOGI DAS CRUZES","1953-04-18",4450,425,"self_employed","ermerinda.duarte643990@gmail.com","26779643990"
"9C020575CE0B","36822961962","CLEUNIRA","GECIVALDO","SP","SÃO PAULO","1977-11-17",12800,920,"clt","cleunira.gecivaldo199320@gmail.com","07057199320"
"EBA29DF84BF1","76521038710","ADINIS","URBANA","SP","ITAQUAQUECETUBA","1967-01-18",7000,297,"businessman","adinis.urbana823274@gmail.com","36331823274"
"500419E8614E","07476932142","CLOBSON","LAURICIO","SP","SÃO PAULO","1993-02-18",4800,292,"clt","clobson.lauricio069080@gmail.com","45506069080"
"386D78447302","02611536838","SIMAIRA","IVNA","SP","SÃO PAULO","1955-10-14",5000,285,"businessman","simaira.ivna214172@gmail.com","42905214172"
"545AE3B4E2DB","60664897376","NEIDA","DUARTE","MG","BELO HORIZONTE","1998-04-24",5900,417,"civil_servant","neida.duarte660872@gmail.com","80844660872"
"F896CC31D877","00013838516","KEVENN","DEUSILENI","SP","SÃO PAULO","1961-03-27",5000,298,"clt","kevenn.deusileni026752@gmail.com","87495026752"
"3B019278D82E","76109656008","IZAIANA","ESTENER","SP","SÃO PAULO","1967-10-06",5500,813,"clt","izaiana.estener442358@gmail.com","31032442358"
"99082633B240","47597178220","EUZIRENE","AMSTERDAM","SP","SÃO PAULO","2000-09-16",10000,409,"freelancer","euzirene.amsterdam973240@gmail.com","74149973240"
"8A4A906427F3","37995189752","DALFRAN","DUARTE","SC","LAGES","1973-02-25",7000,422,"clt","dalfran.duarte450072@gmail.com","97970450072"
"BD4F37482958","27121094220","ALANES","UCELIA","SP","SÃO BERNARDO DO CAMPO","1990-04-17",5800,841,"clt","alanes.ucelia650244@gmail.com","01747650244"
"119BEB5595A7","27926031962","SUZELIA","ELIZIANA","SP","COTIA","1998-09-17",5000,252,"clt","suzelia.eliziana398494@gmail.com","42117398494"
"A9B4FE34ACB7","70836661580","NILSIRENE","GENAI","SP","FERRAZ DE VASCONCELOS","1996-11-08",17000,676,"clt","nilsirene.genai466500@gmail.com","99716466500"
"CBB2007ADCAA","55415409068","LAURENA","DHIEMESON","SC","PONTE ALTA DO NORTE","1992-06-16",4300,468,"clt","laurena.dhiemeson821230@gmail.com","90073821230"
"2A6A90712638","33874574570","ALBETANIA","SHENIA","MG","IBIRACI","1981-07-27",5100,215,"clt","albetania.shenia800092@gmail.com","23999800092"
"5214A8DB758D","42020672434","IRIVAN","VAM","SP","CAMPINA DO MONTE ALEGRE","1965-04-22",7900,639,"civil_servant","irivan.vam495448@gmail.com","39119495448"
"DB96263C92E0","64371031276","ERNA","LIVINGSTONE","RS","VENÂNCIO AIRES","1991-04-20",5500,487,"clt","erna.livingstone477730@gmail.com","59705477730"
"165B71DE7337","37429036394","ESTEVITA","ELIZIANA","RJ","NOVA IGUAÇU","1978-04-30",17000,308,"other","estevita.eliziana488576@gmail.com","23288488576"
"A1FDEAD5540A","87515847036","CLEUZIANE","JANDISOM","MG","BELO HORIZONTE","1980-08-25",7000,624,"self_employed","cleuziane.jandisom059556@gmail.com","64784059556"
"4A64EEB775DF","02044609540","ADIVANETE","ARGULINO","SP","SOROCABA","2001-08-03",5000,536,"clt","adivanete.argulino524416@gmail.com","41744524416"
